Graph,Algorithm,Max threads,median,std
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,6,2.054504148206316,0.10334473289093915
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,8,2.3662400867137885,0.16360816380228085
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,10,2.7687635927529866,0.18825340514823444
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,12,3.0813198654120075,0.22124421704761862
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,14,3.267833287070356,0.2652710087317476
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,16,3.4487060266610117,0.25339609325394113
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,18,3.757672529713274,0.32042114856187204
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,20,3.874665072027613,0.3800141220252931
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,22,4.23572939231145,0.4944950682907805
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,24,4.028310913747951,0.6130526143863214
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,26,4.4633598535168275,0.7655060162597754
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,28,4.598320229293054,0.8643862791453188
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,30,4.851169490025575,0.7784421998144044
"('Erdos-Renyi random p=0.002000', 50000)",Sollin AL,32,4.704557828308807,1.07618281997232
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,1,1.0,0.1415341192558502
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,2,0.8371899135363114,0.07590602333395352
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,4,1.1384455418391375,0.16497849258168215
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,6,1.40375514481601,0.14952607226887346
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,8,1.6913068976488903,0.20772377242168552
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,10,2.112418434543322,0.13885166280434563
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,12,2.252567508769332,0.22808508138166572
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,14,2.426024248679056,0.3959908448682857
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,16,2.493058397868274,0.2979010384887087
