Graph,Algorithm,Max threads,median,std
"('Preferential attachment 100 edges per vertice', 10000)",parallel sollin AL,24,1326691.1740265,188191.4245647281
"('Preferential attachment 100 edges per vertice', 10000)",parallel sollin AL,26,1302690.2347105,250439.86420572695
"('Preferential attachment 100 edges per vertice', 10000)",parallel sollin AL,28,1305750.3796385,305606.24546427006
"('Preferential attachment 100 edges per vertice', 10000)",parallel sollin AL,30,1243497.0008395002,329123.24577179446
"('Preferential attachment 100 edges per vertice', 10000)",parallel sollin AL,32,1272602.7619325,277505.9047771637
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,1,886734.112305,1242478.0066544584
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,2,557565.182129,56348.13452135557
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,4,348890.607422,317418.57401948806
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,6,266739.516113,269559.769532133
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,8,295292.849609,124660.48754984865
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,10,358624.055176,182085.54657669083
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,12,286434.36181599996,95399.55309527369
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,14,267025.757812,153245.644585624
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,16,271837.800293,160494.6476106922
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,18,218977.496094,182413.49516519668
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,20,301557.56543,190972.31159893176
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,22,184364.990234,143613.66510060395
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,24,200612.021973,72095.33336173334
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,26,386506.410156,183253.55105779922
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,28,357554.214355,325038.0977321554
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,30,320464.088379,122851.19063848614
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Kruskal,32,388031.65918,104455.49149294854
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,1,1781842.0563965,1154922.1781469546
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,2,1749512.0427245,1374290.8900587386
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,4,1870361.303711,464850.33586317644
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,6,1555051.8251955002,689691.3739662996
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,8,1545460.446289,747006.1620289175
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,10,1361235.4558105,719659.9607064589
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,12,1292991.659668,480955.8312244097
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,14,1239363.582031,572336.8828576996
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,16,1130465.3024905,373296.2081716047
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,18,1070487.7941895,270037.69542856
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,20,958970.6328125,326477.48813752335
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,22,942235.5317385001,179946.67386096716
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,24,860701.0827635,232008.54357504423
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,26,860714.491211,400583.02439370734
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,28,808665.4626465,370348.0050380523
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,30,779836.429199,199368.9695583432
"('Preferential attachment 1000 edges per vertice', 10000)",Filter Sollin,32,782862.2060550001,266399.83441979095
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,1,6692305.674316,995452.9670450428
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,2,4553940.828125,611597.1886927321
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,4,3306866.377441,246577.05577298487
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,6,3148646.813965,501498.5483769148
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,8,4516505.897949,752675.5534198838
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,10,4098770.342285,939588.9376191108
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,12,3312991.402832,1363381.686314948
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,14,3923726.4907230004,710138.6052875451
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,16,4818550.821777,1426231.059500019
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,18,3883627.394043,1339984.1316235268
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,20,3189989.387695,1352861.821883853
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,22,4514862.844726999,1687671.4965449313
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,24,4732785.6210940005,787859.3950734768
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,26,3208193.928223,982891.0906325522
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,28,3823618.866211,595354.7129141815
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,30,4397951.773926,882870.914143404
"('Preferential attachment 1000 edges per vertice', 10000)",Sequential Kruskal,32,4098697.5009769998,1341949.9909904422
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,1,12111903.893555,414469.62576248153
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,2,10982700.522705,327121.47084044956
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,4,10527981.1450195,232597.8197090856
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,6,21607181.907470502,13073299.562594224
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,8,9937088.5656735,1561321.281102578
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,10,8141895.05542,1579007.6416922952
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,12,9025243.593261499,1523047.1630371462
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,14,8176849.1525880005,326800.7157408891
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,16,7669760.7246095,1702217.5093919174
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,18,7506911.6066895,1370179.199169491
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,20,7721222.155762,316778.277101413
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,22,17917068.0686035,14553394.905966258
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,24,6280943.2700195,11208.027109004572
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,26,7165877.458008001,1290395.5880212092
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,28,16076574.2768555,12608931.020936335
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,30,21687909.805419497,17968583.32708381
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin AL,32,6457121.2080075,120504.6404653559
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,1,5783408.228027,2847340.256412002
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,2,4789253.4375,2355820.0488185734
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,4,4561225.422851999,1380738.8740379424
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,6,4032509.9372559995,1614690.041834474
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,8,3635220.205811,1818177.3875219226
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,10,3300345.877197,2107520.669281077
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,12,3102379.223633,1387827.3487064498
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,14,2869943.07373,1492068.2625091574
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,16,2793867.918457,1378972.9441249922
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,18,2648234.209229,1256528.508057159
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,20,2536707.771973,1129146.5787446555
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,22,2445281.995605,1919531.974438468
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,24,2334932.895508,1708662.485232379
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,26,2293791.7114259996,832832.7553569538
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,28,2179337.620605,1427273.4454018108
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,30,2134391.106689,1160983.922557148
"('Preferential attachment 1000 edges per vertice', 10000)",parallel sollin FAL,32,2038988.6497805,1638359.5806185268
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,1,24558.426086499996,263.55955716507754
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,2,300318.211182,5393.415321313795
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,4,599456.8648989999,6453.961941608705
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,6,599966.8643495,4170.921811277415
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,8,612127.6445315001,2674.545101403089
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,10,929658.0725405001,11088.182576394987
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,12,940033.6904905001,16545.227441337458
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,14,962510.0854185,19898.406741903425
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,16,1042880.562317,20389.91583229044
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaMixedMerge,18,1091009.6045835,29433.095675479555
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,1,25650.745575,237.11245216365856
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,2,300471.6239015,7134.375731338284
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,4,599229.9236755,4512.371479169151
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,6,599669.0167235,2710.4682716267466
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,8,611331.1222534999,7202.904490333019
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,10,933572.5758055,12869.933315549357
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,12,940076.8661195,19074.46989067044
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,14,961220.6981810001,19582.11118012601
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,16,1045511.4227905,19375.918358699982
"('Preferential attachment 20 edges per vertice', 2000)",Boost BoruvkaThenMerge,18,1078253.3674929999,27682.8878076487
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,1,25606.401977499998,430.1196609759611
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,2,28114.767638999998,672.6006902298197
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,4,25200.755585,611.1184110444341
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,6,22327.9391175,314.09493513391766
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,8,20860.1156005,386.8897463697991
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,10,19740.442047,373.20401149126803
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,12,19041.010528500003,349.7558349755205
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,14,18553.591217,364.34478239338017
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,16,18747.8241575,515.3096097963726
"('Preferential attachment 20 edges per vertice', 2000)",Boost DenseBoruvka,18,19028.484192,575.469439630727
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,1,24633.7147215,350.1802884144559
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,2,299237.21322599996,5286.550601651082
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,4,597548.6211855,3371.4478066530874
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,6,598558.8189085,6325.912480477119
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,8,610411.5987549999,9752.52839479277
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,10,928569.904602,8002.062193993439
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,12,943663.1685184999,13534.905270811052
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,14,967624.9232484999,20134.901186776988
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,16,1048228.6467894999,17949.054663296174
"('Preferential attachment 20 edges per vertice', 2000)",Boost MergeLocal,18,1086825.461365,27864.553219055833
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,1,3719.8222655,2544.19709493796
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,2,4503.593506,1407.078664646423
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,4,4902.786865,507.7169710725376
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,6,4986.9543455,1164.2826838924436
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,8,5523.8083495,1416.590590638974
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,10,6948.424805000001,1026.26332121711
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,12,7740.7214355,920.108714845106
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,14,6522.0209965,2055.3450536892105
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,16,8320.0842285,1505.0585209244703
"('Preferential attachment 20 edges per vertice', 2000)",Filter Kruskal,18,10805.022217000002,6197.167378755016
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,1,4696.7685545,152.2611623265678
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,2,14798.6760865,11116.483800544343
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,4,12836.841095,10098.389998282417
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,6,7556.9396975,11742.571022514376
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,8,8624.57901,9578.695278475998
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,10,9063.158478,10723.910544331993
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,12,8978.9295045,7511.192702176645
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,14,9103.939849999999,8216.834677240175
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,16,9257.057953,6744.789050372778
"('Preferential attachment 20 edges per vertice', 2000)",Filter Sollin,18,9304.7598265,6672.986445063045
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,1,8745.891113,104.53579498861633
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,2,9679.43457,289.4081575088413
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,4,9801.121094,395.43170671256564
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,6,9474.24707,706.5709995765253
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,8,9719.165527,627.8951437339598
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,10,9698.930664,771.67856361798
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,12,9765.400879,640.7473099402802
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,14,9954.995605,782.116288999865
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,16,9889.175293,438.3809375140774
"('Preferential attachment 20 edges per vertice', 2000)",Sequential Kruskal,18,9586.365723,627.5516965186156
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,1,53077.21032699999,2047.3356248201392
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,2,54847.653412,27307.332778879605
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,4,42837.496826,31587.611724031143
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,6,41386.99063099999,28259.334083467344
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,8,37143.09408549999,28098.46348053187
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,10,36959.821471999996,26545.00207091109
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,12,54185.3068545,24329.020568055515
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,14,53436.4522705,23631.13169553669
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,16,50330.669281,23901.05013575321
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin AL,18,53091.1155705,24151.121847981012
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,1,15256.1777035,2507.6319600685924
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,2,23591.316772500002,9668.493691969465
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,4,30814.547699,11174.21345228857
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,6,28533.470062,8830.540931654386
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,8,22728.078644,9633.831932004592
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,10,28865.962951499998,9079.92867182381
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,12,25228.950470000003,8292.219404082542
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,14,30606.930542000002,9507.016766261844
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,16,27364.220123500003,9465.435029303262
"('Preferential attachment 20 edges per vertice', 2000)",parallel sollin FAL,18,29247.8915405,8576.161556818623
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,1,341619.09619099996,223664.6320589482
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,2,200689.759766,33705.75164324527
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,4,112365.27771,19552.631490922755
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,6,83935.794922,14692.860885621907
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,8,87782.881836,10847.0703784743
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,10,82951.932129,19976.445213272364
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,12,77803.32372999999,13906.831868553236
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,14,72833.043945,7731.174888173166
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,16,82922.30957,30030.604894168246
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,18,82924.349609,14439.780743702073
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,20,80183.866699,17117.94067443135
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,22,85728.690063,12631.564690265533
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,24,92279.912109,14336.060485895832
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,26,94149.187012,32967.53615923694
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,28,97057.794922,13586.821669825324
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,30,95159.688965,14273.839094175431
"('Preferential attachment 50 edges per vertice', 50000)",Filter Kruskal,32,123630.575073,29932.61490318109
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,1,592423.54657,45596.25175815729
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,2,587215.5082705,182413.71189818965
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,4,501939.514282,66833.02739997445
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,6,518951.38513199997,120304.18317832393
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,8,481495.17071499996,68007.9727229474
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,10,491966.599121,71663.07569098269
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,12,492578.66604599997,73198.85845977385
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,14,512956.422119,58066.86309396249
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,16,497494.0506895,62858.01428297181
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,18,505205.12222300004,69329.95069864643
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,20,496565.803772,72582.1517292706
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,22,487106.38378900004,78454.29324441808
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,24,506623.088379,75256.27056816683
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,26,481762.683334,62957.427209578294
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,28,492004.650879,73738.18566227946
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,30,510377.48999,90909.87960504975
"('Preferential attachment 50 edges per vertice', 50000)",Filter Sollin,32,503291.706543,70830.31340781007
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,1,1353628.166016,231413.4645819825
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,2,1000307.495117,77754.08886499629
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,4,908791.421875,77363.11721411694
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,6,865319.219727,76918.7809638496
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,8,867717.989258,48282.30031326933
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,10,864626.994141,44279.48612082695
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,12,865184.6567379999,42708.55664158981
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,14,843195.069824,41043.44403709972
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,16,834895.861328,66159.2675281695
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,18,946468.583984,144412.14262410757
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,20,887428.032227,82108.52691487389
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,22,853027.312988,87719.74623482661
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,24,864318.395508,194404.2922893438
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,26,852398.3325199999,70932.14048785722
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,28,831503.847656,135867.77141778416
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,30,916841.8828120001,74361.65176247917
"('Preferential attachment 50 edges per vertice', 50000)",Sequential Kruskal,32,884787.39209,133118.64680950102
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,1,8655785.8930665,660801.5253371865
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,2,10063841.22345,784116.4626277065
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,4,7560748.296386999,535585.3374910593
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,6,5900155.2226559995,398158.36690970365
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,8,4942165.7807615,618626.997612886
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,10,4220850.805908,728390.5588567861
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,12,4599193.4664535,754047.7399237482
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,14,3884525.379883,560892.8261680368
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,16,4353334.086914,595682.1519984187
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,18,3597562.4155269996,356326.3383382093
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,20,3706869.4106449997,586343.9408569305
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,22,3427827.862793,683328.8031813184
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,24,3358061.806641,635234.0189035058
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,26,3372404.948242,918209.8448705662
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,28,3547591.989258,584324.6668907172
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,30,3202943.37207,593381.8879631867
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin AL,32,3248424.8759919996,456910.6653569229
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,1,1251953.825623,383603.5668388362
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,2,1079143.7544175,218005.50848569957
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,4,925313.9960940001,110961.0934927284
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,6,858036.983429,126303.38704272975
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,8,927968.5970765001,152578.93204797225
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,10,813391.7154544999,132649.5227097466
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,12,802553.953613,104751.60427930306
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,14,688668.455078,118006.14915443936
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,16,712158.0498050001,93119.15160720012
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,18,670983.2062375001,265196.36555101495
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,20,678586.3074645,140214.52048293807
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,22,640619.988281,218076.51183695727
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,24,745843.3932495001,193855.95673160336
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,26,605957.875793,65828.42103416118
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,28,613302.576477,140616.01970941553
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,30,596644.0446929999,125108.71169586055
"('Preferential attachment 50 edges per vertice', 50000)",parallel sollin FAL,32,586905.1645810001,71081.89372999957
"('USA-road-d.', 321270)",Filter Sollin,1,16552781.634033,1190143.9820908397
"('USA-road-d.', 321270)",Filter Sollin,2,12439559.819823999,341144.0133073436
"('USA-road-d.', 321270)",Filter Sollin,4,11706144.6782225,384409.07537971647
"('USA-road-d.', 321270)",Filter Sollin,6,13111799.238281,787755.6933199844
"('USA-road-d.', 321270)",Filter Sollin,8,14629124.971924,730668.9502208325
"('USA-road-d.', 321270)",Filter Sollin,10,14194661.8027345,673492.4690096267
"('USA-road-d.', 321270)",Filter Sollin,12,15451174.100586,587749.8440244514
"('USA-road-d.', 321270)",Filter Sollin,14,15571661.291992,625365.689021694
"('USA-road-d.', 321270)",Filter Sollin,16,16602008.685547,871331.5093059354
