Graph,Algorithm,Max threads,median,std
"('USA-road-d.', 264346)",Boost Kruskal,1,1.000000000806995,0.05739673492925947
"('USA-road-d.', 264346)",Boost Kruskal,2,1.0234325853609203,0.07643419106919741
"('USA-road-d.', 264346)",Boost Kruskal,4,1.0007699653846325,0.0358541600579308
"('USA-road-d.', 264346)",Boost Kruskal,8,0.9716546942813915,0.04825110022717006
"('USA-road-d.', 264346)",Boost Kruskal,16,0.9337489768575679,0.060363655100382545
"('USA-road-d.', 264346)",Boost Kruskal,32,0.9084726614887373,0.07911486962017099
"('USA-road-d.', 264346)",Boost Prim,1,1.0000000006804797,0.10931902150713342
"('USA-road-d.', 264346)",Boost Prim,2,1.0998429988931513,0.07683193460498997
"('USA-road-d.', 264346)",Boost Prim,4,1.0891142622223504,0.06775491190053416
"('USA-road-d.', 264346)",Boost Prim,8,1.0449804583414921,0.07107995962979079
"('USA-road-d.', 264346)",Boost Prim,16,1.0250537687914103,0.057444350525549054
"('USA-road-d.', 264346)",Boost Prim,32,1.001653180171036,0.06279307433315526
"('USA-road-d.', 264346)",Filter Kruskal,1,1.0000000003177696,0.05736733643318899
"('USA-road-d.', 264346)",Filter Kruskal,2,1.0345802264746333,0.10058219327813009
"('USA-road-d.', 264346)",Filter Kruskal,4,1.1099647516774769,0.14101581571612554
"('USA-road-d.', 264346)",Filter Kruskal,8,1.0107478167759811,0.16331064882594976
"('USA-road-d.', 264346)",Filter Kruskal,16,0.6959050368081385,0.1431118990114328
"('USA-road-d.', 264346)",Filter Kruskal,32,0.31453449681475043,0.053468345036228125
"('USA-road-d.', 264346)",Sequential Kruskal,1,1.0000000000086762,0.09262784271913142
"('USA-road-d.', 264346)",Sequential Kruskal,2,1.0444241316962812,0.10029385776490983
"('USA-road-d.', 264346)",Sequential Kruskal,4,1.0991620851665371,0.08881228632168137
"('USA-road-d.', 264346)",Sequential Kruskal,8,1.127760378370164,0.10262250624568653
"('USA-road-d.', 264346)",Sequential Kruskal,16,1.143434427614774,0.1092910769601622
"('USA-road-d.', 264346)",Sequential Kruskal,32,1.1243641260646102,0.1919492205490015
"('USA-road-d.', 321270)",Boost Kruskal,1,1.0000006463246642,0.05665318224363527
"('USA-road-d.', 321270)",Boost Kruskal,2,1.0349716103087698,0.07235189994159834
"('USA-road-d.', 321270)",Boost Kruskal,4,0.992395031576448,0.04576507592620232
"('USA-road-d.', 321270)",Boost Kruskal,8,0.9679639867203349,0.027400243666114307
"('USA-road-d.', 321270)",Boost Kruskal,16,0.9325918389523709,0.028794467577456146
"('USA-road-d.', 321270)",Boost Kruskal,32,0.9200631089810619,0.029688304570426743
"('USA-road-d.', 321270)",Boost Prim,1,1.0000000002342762,0.12094687587512377
"('USA-road-d.', 321270)",Boost Prim,2,1.1757359041620612,0.1308000672182323
"('USA-road-d.', 321270)",Boost Prim,4,1.1194711689302632,0.09178124046308098
"('USA-road-d.', 321270)",Boost Prim,8,1.0965074305194809,0.059604474218656195
"('USA-road-d.', 321270)",Boost Prim,16,1.041584179233432,0.07416044828020547
"('USA-road-d.', 321270)",Boost Prim,32,1.0181841113730499,0.07794545563115289
"('USA-road-d.', 321270)",Filter Kruskal,1,1.0000000000460578,0.06171786031765734
"('USA-road-d.', 321270)",Filter Kruskal,2,1.025608628397615,0.09919781865381253
"('USA-road-d.', 321270)",Filter Kruskal,4,1.0842748046373343,0.1331821841637372
"('USA-road-d.', 321270)",Filter Kruskal,8,0.9902480885241445,0.134735113983163
"('USA-road-d.', 321270)",Filter Kruskal,16,0.721257751222252,0.16022631952282199
"('USA-road-d.', 321270)",Filter Kruskal,32,0.3315703229640562,0.06896291641071026
"('USA-road-d.', 321270)",Sequential Kruskal,1,1.0000000000667708,0.06655871868853679
"('USA-road-d.', 321270)",Sequential Kruskal,2,1.0298542159831026,0.09028169899152809
"('USA-road-d.', 321270)",Sequential Kruskal,4,1.0583050337253779,0.1090514371021197
"('USA-road-d.', 321270)",Sequential Kruskal,8,1.070732942640248,0.04238318523666553
"('USA-road-d.', 321270)",Sequential Kruskal,16,1.081565000280369,0.07123860313790993
"('USA-road-d.', 321270)",Sequential Kruskal,32,1.0887772049812252,0.13686065447988885
"('USA-road-d.', 1207945)",Filter Kruskal,1,1.0000000175341925,0.036720859936347695
"('USA-road-d.', 1207945)",Filter Kruskal,2,1.088881828315205,0.12833307624864704
"('USA-road-d.', 1207945)",Filter Kruskal,4,1.2175914482271173,0.15961708794360052
"('USA-road-d.', 1207945)",Filter Kruskal,8,1.3301022215732647,0.20243577094092288
"('USA-road-d.', 1207945)",Filter Kruskal,16,1.1260037594611558,0.18647583751884844
"('USA-road-d.', 1207945)",Filter Kruskal,32,0.4051260619431252,0.08550760890124225
"('USA-road-d.', 1207945)",Sequential Kruskal,1,1.0000000562401055,0.09160959589568236
"('USA-road-d.', 1207945)",Sequential Kruskal,2,1.0726675687408624,0.10799732103280191
"('USA-road-d.', 1207945)",Sequential Kruskal,4,1.179708592590151,0.11521740647441621
"('USA-road-d.', 1207945)",Sequential Kruskal,8,1.2010459371277895,0.12581911865434348
"('USA-road-d.', 1207945)",Sequential Kruskal,16,1.2284267669083815,0.08339116958259715
"('USA-road-d.', 1207945)",Sequential Kruskal,32,1.2424861881839853,0.11744462641823836
"('USA-road-d.', 1890815)",Filter Kruskal,1,1.0000000000032006,0.04205201591444499
"('USA-road-d.', 1890815)",Filter Kruskal,2,1.1400573519364514,0.12945771300258788
"('USA-road-d.', 1890815)",Filter Kruskal,4,1.3778245846341033,0.16892871281289612
