Kruskal,32,Erdos-Renyi random p=0.002000,50000,0.2147614994246244
Kruskal,32,Erdos-Renyi random p=0.200000,10000,0.24838842499056757
Kruskal,32,Preferential attachment 1000 edges per vertice,10000,0.36581635715274774
Kruskal,32,Preferential attachment 50 edges per vertice,50000,0.2628199789561061
Kruskal,32,USA-road-d.,264346,0.011228243248325609
Kruskal,32,USA-road-d.,321270,-0.12960081537659818
Sollin AL,1,Erdos-Renyi random p=0.002000,50000,0.0
Sollin AL,1,Erdos-Renyi random p=0.200000,10000,0.0
Sollin AL,1,Preferential attachment 1000 edges per vertice,10000,0.0
Sollin AL,1,Preferential attachment 50 edges per vertice,50000,0.0
Sollin AL,1,USA-road-d.,264346,0.0
Sollin AL,1,USA-road-d.,321270,0.0
Sollin AL,2,Erdos-Renyi random p=0.002000,50000,-0.023208572324663113
Sollin AL,2,Erdos-Renyi random p=0.200000,10000,0.013206125818499448
Sollin AL,2,Preferential attachment 50 edges per vertice,50000,-0.3253443067512536
Sollin AL,4,Erdos-Renyi random p=0.002000,50000,0.5289202817340712
Sollin AL,4,Erdos-Renyi random p=0.200000,10000,0.45912881142455575
Sollin AL,4,Preferential attachment 50 edges per vertice,50000,0.16867909476313825
Sollin AL,6,Erdos-Renyi random p=0.002000,50000,0.6159174606448669
Sollin AL,6,Erdos-Renyi random p=0.200000,10000,0.6643911605815972
Sollin AL,6,Preferential attachment 50 edges per vertice,50000,0.38202848884483076
Sollin AL,8,Erdos-Renyi random p=0.002000,50000,0.6598727029965488
Sollin AL,8,Erdos-Renyi random p=0.200000,10000,0.6659399608019907
Sollin AL,8,Preferential attachment 50 edges per vertice,50000,0.4903257444344993
Sollin AL,10,Erdos-Renyi random p=0.002000,50000,0.7098088424669575
Sollin AL,10,Erdos-Renyi random p=0.200000,10000,0.699470563842423
Sollin AL,10,Preferential attachment 50 edges per vertice,50000,0.5693357249336166
Sollin AL,12,Erdos-Renyi random p=0.002000,50000,0.7368695433909613
Sollin AL,12,Erdos-Renyi random p=0.200000,10000,0.6968978972909956
Sollin AL,12,Preferential attachment 50 edges per vertice,50000,0.5112625635386612
Sollin AL,14,Erdos-Renyi random p=0.002000,50000,0.7473704399559233
Sollin AL,14,Erdos-Renyi random p=0.200000,10000,0.6993435690433103
Sollin AL,14,Preferential attachment 50 edges per vertice,50000,0.5936238044860888
Sollin AL,16,Erdos-Renyi random p=0.002000,50000,0.75737191715176
Sollin AL,16,Erdos-Renyi random p=0.200000,10000,0.725792523922787
Sollin AL,16,Preferential attachment 50 edges per vertice,50000,0.5301981799525326
Sollin AL,18,Erdos-Renyi random p=0.002000,50000,0.7770471050322414
Sollin AL,18,Erdos-Renyi random p=0.200000,10000,0.6881413421682947
Sollin AL,18,Preferential attachment 50 edges per vertice,50000,0.6187498282890668
Sollin AL,20,Erdos-Renyi random p=0.002000,50000,0.7809612385748195
Sollin AL,20,Erdos-Renyi random p=0.200000,10000,0.6907664283145175
Sollin AL,20,Preferential attachment 50 edges per vertice,50000,0.6018385661714261
Sollin AL,22,Erdos-Renyi random p=0.002000,50000,0.8002899690616097
Sollin AL,22,Erdos-Renyi random p=0.200000,10000,0.6705249650229057
Sollin AL,22,Preferential attachment 50 edges per vertice,50000,0.632745365970133
Sollin AL,24,Erdos-Renyi random p=0.002000,50000,0.7844420833718581
Sollin AL,24,Erdos-Renyi random p=0.200000,10000,0.6482889923061006
Sollin AL,24,Preferential attachment 50 edges per vertice,50000,0.6386548817823925
Sollin AL,26,Erdos-Renyi random p=0.002000,50000,0.8069916757483603
Sollin AL,26,Erdos-Renyi random p=0.200000,10000,0.6156630166144804
Sollin AL,26,Preferential attachment 50 edges per vertice,50000,0.6348026915752254
Sollin AL,28,Erdos-Renyi random p=0.002000,50000,0.8115118484190901
Sollin AL,28,Erdos-Renyi random p=0.200000,10000,0.5556449345077966
Sollin AL,28,Preferential attachment 50 edges per vertice,50000,0.6120052339625868
Sollin AL,30,Erdos-Renyi random p=0.002000,50000,0.8212387644152355
Sollin AL,30,Erdos-Renyi random p=0.200000,10000,0.4918683490234065
Sollin AL,30,Preferential attachment 50 edges per vertice,50000,0.6516879741634014
Sollin AL,32,Erdos-Renyi random p=0.002000,50000,0.8128414684856355
Sollin AL,32,Erdos-Renyi random p=0.200000,10000,0.5571247561930193
Sollin AL,32,Preferential attachment 50 edges per vertice,50000,0.6448625331752308
Sollin FAL,1,Erdos-Renyi random p=0.002000,50000,0.0
Sollin FAL,1,Erdos-Renyi random p=0.200000,10000,0.0
Sollin FAL,1,Preferential attachment 1000 edges per vertice,10000,0.0
Sollin FAL,1,Preferential attachment 50 edges per vertice,50000,0.0
Sollin FAL,1,USA-road-d.,264346,0.0
Sollin FAL,1,USA-road-d.,321270,0.0
Sollin FAL,2,Erdos-Renyi random p=0.002000,50000,-0.38894421404571045
Sollin FAL,2,Erdos-Renyi random p=0.200000,10000,-0.08762634070338349
Sollin FAL,2,Preferential attachment 1000 edges per vertice,10000,0.34379547537703536
Sollin FAL,2,Preferential attachment 50 edges per vertice,50000,0.2764619102679171
Sollin FAL,4,Erdos-Renyi random p=0.002000,50000,0.1621457057026271
Sollin FAL,4,Erdos-Renyi random p=0.200000,10000,0.4188067367723809
Sollin FAL,4,Preferential attachment 1000 edges per vertice,10000,0.2817676029974102
Sollin FAL,4,Preferential attachment 50 edges per vertice,50000,0.347872073068357
Sollin FAL,6,Erdos-Renyi random p=0.002000,50000,0.34515006094080325
Sollin FAL,6,Erdos-Renyi random p=0.200000,10000,0.6025897336818156
Sollin FAL,6,Preferential attachment 1000 edges per vertice,10000,0.36329407610259246
Sollin FAL,6,Preferential attachment 50 edges per vertice,50000,0.3776620739786264
Sollin FAL,8,Erdos-Renyi random p=0.002000,50000,0.46713285860935516
Sollin FAL,8,Erdos-Renyi random p=0.200000,10000,0.5920981281616231
Sollin FAL,8,Preferential attachment 1000 edges per vertice,10000,0.4245026338435144
Sollin FAL,8,Preferential attachment 50 edges per vertice,50000,0.29576290397755123
Sollin FAL,8,USA-road-d.,264346,0.04519476644081466
Sollin FAL,8,USA-road-d.,321270,0.15898254990457517
Sollin FAL,10,Erdos-Renyi random p=0.002000,50000,0.5851210454396196
Sollin FAL,10,Erdos-Renyi random p=0.200000,10000,0.7594071866818626
Sollin FAL,10,Preferential attachment 1000 edges per vertice,10000,0.4770471076585411
Sollin FAL,10,Preferential attachment 50 edges per vertice,50000,0.3893970273665006
